0	115692	65905	814	152369	441	2767	4539	118081	7294	29812	4920	5564	1187	2499	72925	74216	140740	451726	1414	22654	1104	34443	98279	14453	43626	1384	7219	85648	2111	756	127878	325726	205868	12388	996	54669	204194	3470	1219	10763	7964	1427	28161	62910	1674	4918	70586	24529	3288	832	197155	9001	2370	554	1840
129290	0	401	3054	10210	569	928	3836	55567	2450	41248	1658	7271	689	1166	62813	8704	27355	145814	441	385	544	2929	5068	8108	62891	1738	4452	7238	3250	868	276919	299921	2483	16248	344	253	454168	1278	14826	4798	24912	1247	597	196	1844	3352	8316	46148	395	119757	240693	8995	3082	6896	469
74028	470	0	820	630	1	12	4786	121883	1226	108	5075	5496	5	9	3761	312	492	1716	1029	91	5	153	416	4303	164	935	6144	324	2108	2	3294	180896	853	45	4	56446	140499	888	4	2777	30	6	102	63765	6	4671	293	16132	14	3	191792	231	385	2	1229
5942	298	5716	0	400	2	7	6258	9639	2798	193	446	448	8	16	5817	202	828	2840	27	57	4	97	245	5347	296	25	1806	568	186	5	5071	10942	528	75	6	4666	3629	377	8	1198	52	3	193	5639	10	394	186	483	9	6	16234	374	939	4	35
209345	94035	647	4700	0	599	36739	6221	90435	300858	42570	2610	11585	696	1231	702901	373147	28761	156081	703	14821	23038	114352	209537	8982	64190	2779	6582	8346	4925	930	387027	256242	108222	17464	377	427	682296	837	15880	2973	25615	51310	676	297	1945	5290	367742	73692	15270	124532	392459	13535	405659	7464	744
16326	2184	76	72	6517	0	258	4499	8064	4074	27055	69	556	8709	20573	19237	4212	178211	155299	635	2056	977	3037	5142	72785	75808	3746	2253	77473	311	6949	17915	4884	7556	56566	3413	128	136235	21905	13462	33724	11827	62	2621	41	2464	146	1140	17945	83	56440	20365	7723	263	38034	633
18973	15013	55	424	60538	53	0	4647	7866	2288	3845	219	1040	62	106	33801	55209	2558	13520	228	2353	3500	17125	30175	6753	5836	967	2118	731	427	82	19288	4407	15946	1502	34	37	232073	590	1444	2068	2299	7422	59	25	172	475	54206	24059	2410	11237	34484	716	2961	687	252
680	702	422	752	714	8218	220	0	676	869	441	787	347	1526	1397	6449	531	767	11310	851	658	274	786	482	4317	650	458	2962	371	834	682	3096	2323	469	1298	1429	566	2141	4705	1084	12041	554	345	1046	436	372	521	150	519	533	963	630	3023	1046	4332	659
135034	108120	128130	1572	147181	306	2549	9880	0	22160	20531	9587	10217	850	1829	51692	69571	97648	335567	2741	21589	1049	33447	87595	8223	31670	2613	35361	64057	4118	539	60798	502783	180538	8280	703	108254	394513	2501	847	8276	5936	1405	20179	127689	1165	9175	66510	47658	3036	570	361679	4659	7691	399	3533
592	2513	65	65	319468	1940	693	1837	393	0	1883	62	58	563	1057	5193	4352	2027	951	126	2682	2095	3221	2712	5244	1430	35	3723	461	89	1236	1520	7164	936	2087	694	40	5828	1650	1531	1194	1157	2704	1502	87	1024	95	107848	81	1495	844	225	839	20892	1202	47
