0	96693	52009	695	127021	365	2280	3598	95639	6077	24291	4109	4288	1039	2102	60526	59432	116388	373600	1206	18066	873	28834	80800	12216	38350	1102	5992	75851	1807	613	105799	276452	168714	9611	788	46049	174088	2950	990	9392	6546	1145	22907	53198	1422	3732	56298	21457	2750	694	158413	7606	2102	441	1524
115480	0	332	2598	7953	449	733	3163	45515	2030	33776	1355	6419	545	901	48355	7187	22350	114542	371	320	455	2430	4167	7210	53050	1476	3643	6224	2490	706	216572	250545	2203	13043	302	217	362705	1071	12127	3949	19889	973	486	149	1515	2811	7471	38847	309	100277	211673	8120	2515	5668	370
60082	388	0	680	521	1	10	3886	95389	984	85	4165	4393	4	8	3153	260	404	1367	789	81	4	129	335	3490	138	709	5217	268	1701	2	2638	140337	670	36	3	47686	106382	713	4	2228	24	5	83	54500	5	3924	251	13477	12	3	162435	191	331	2	988
4902	241	4598	0	322	2	6	5050	7933	2434	152	351	401	7	14	5036	160	711	2467	22	47	3	75	198	4247	247	21	1425	468	150	4	4077	8534	454	63	5	3903	3237	328	7	1011	42	3	148	4513	8	334	154	398	8	5	13994	294	805	3	28
174583	78958	519	4044	0	510	30742	5046	77539	264880	34259	2111	9821	596	1021	606702	293079	22530	126151	600	13047	18317	91703	174444	7193	56956	2419	5446	6707	3968	749	342356	209973	86523	13357	332	347	583452	664	13598	2419	21115	40015	555	257	1534	4559	293471	64916	12638	101274	305062	11435	340384	6449	606
13985	1773	63	59	5744	0	203	3833	7106	3589	21268	54	471	6566	16388	16977	3368	147090	135331	511	1576	820	2353	4298	57912	62305	3156	1915	58650	245	5505	15188	3883	6230	47723	2719	100	110353	18726	11907	27301	9588	55	2205	36	1900	119	930	14696	68	44014	16856	6648	234	30634	486
15243	12127	45	356	52389	43	0	3988	6792	1771	3055	181	864	50	84	27557	44085	2176	10919	190	1940	2714	14855	24796	5876	5054	764	1860	581	360	64	15740	3705	12995	1243	28	29	183727	455	1134	1827	1907	6109	45	22	148	389	45688	19610	2023	8831	26747	576	2452	573	195
527	582	339	645	571	6272	185	0	584	742	374	691	285	1259	1118	4943	458	672	9044	686	554	217	603	408	3555	523	387	2510	304	724	554	2692	1821	368	1048	1112	485	1687	3971	920	9580	439	295	912	357	292	446	122	425	414	778	524	2354	820	3549	542
113500	87644	100164	1196	125108	275	2121	7777	0	17589	17914	8155	8905	740	1554	41634	59580	79513	262167	2204	17530	861	27172	72230	7046	25898	2010	29759	53589	3391	413	49859	398688	157016	6708	554	83293	327439	2161	669	6614	4803	1155	17672	102113	1016	7538	55523	40132	2612	495	298833	3985	6053	308	2838
495	2089	53	56	255867	1676	584	1525	329	0	1476	54	45	461	892	4143	3815	1611	841	106	2228	1788	2577	2302	4050	1171	29	2974	381	80	1052	1245	5986	749	1770	596	31	4642	1370	1225	958	988	2216	1239	69	818	78	92322	64	1241	716	182	690	18017	984	37
12625	8296	60	55	24181	38093	882	4241	6181	2820	0	51	423	10871	26980	4945	15395	224544	228192	316	7145	3342	10773	18323	4916	98861	1979	5465	99066	235	9894	9986	12073	27507	81791	4629	91	71486	1180	18196	1806	16626	220	3621	32	3141	115	4221	9621	296	71050	14878	4658	175	54398	304
8690	1045	8414	102	1335	2	25	5159	14479	1533	148	0	655	7	14	2126	699	684	2269	276	195	9	333	806	1997	238	263	4244	483	253	4	3925	20102	1668	63	5	6449	40228	749	6	2399	41	12	157	8270	9	604	579	4752	29	5	23355	296	507	3	356
2935	7285	2740	31	10462	13	175	4624	4506	13849	779	202	0	33	69	31939	4909	3760	12862	293	1401	74	2465	6223	3361	1198	255	25609	2513	85	20	13379	9602	13244	343	27	2165	40587	1130	34	3435	232	92	794	2651	44	202	4774	5039	229	22	7692	925	4214	15	358
876	380	5	4	1152	4784	43	6634	440	4480	4333	4	30	0	3296	3899	686	29806	27139	31	335	160	498	884	2382	12089	182	5269	12783	16	1194	5584	5299	1377	10083	600	6	6194	4664	2432	7183	2044	10	418	2	387	8	188	875	14	9229	1098	2658	276	6328	32
