0	117752	466	117026	28365	68991	77545	22251	34980	14187	7232	85024	130908	337788	203693	11890	70175	25694	2538	519
136734	0	557	59163	40595	61985	8941	354	2830	8723	4292	7714	264144	311234	2612	15443	8911	46802	3218	7174
17475	2312	0	7959	25803	19190	4339	1948	2837	70922	2318	75949	17535	5091	7463	60035	1117	17422	283	37509
140013	108109	310	0	20858	51571	73299	20456	33399	8822	34324	62448	64151	491772	184509	8375	63925	45428	7095	399
14490	9391	48544	7655	0	5650	17640	8640	12531	5709	6629	120583	12692	14964	31883	92802	5149	11544	213	62712
39731	75260	12908	37968	3439	0	89664	35041	44911	5960	6174	10607	52736	30233	58900	4478	169970	41778	24746	10434
91221	46005	379	39441	26689	76990	0	6950	57836	36391	2164	4980	241535	144453	52322	10750	169467	45270	2775	4948
57591	2078	484	25430	33549	15232	7673	0	2495	2032	2565	6838	35549	95077	2256	13616	7034	31091	1957	6131
106959	10850	411	47439	28674	22764	41056	1661	0	13847	5313	5148	59452	89243	11259	11728	36929	62319	1918	5135
25958	7363	38342	9002	2612	90379	21338	5420	11341	0	23351	2240	184654	6526	19881	1015	10889	4594	334	30888
8967	710	19288	8745	6020	23985	1561	1517	1351	5375	0	163361	13724	8407	3003	9073	168	182452	5272	29196
62560	1000	94441	30436	83760	10173	1793	862	1266	3140	4646	0	66161	88349	3426	187509	521	8423	217	127040
8389	3081	1783	6384	532	5098	2112	1761	2024	13383	3533	4820	0	28956	4403	3527	1261	17427	4712	4562
53911	30446	307	73482	7735	17904	29706	5439	12518	3961	12540	2352	51623	0	19697	414	10122	28653	1804	376
180298	16549	1450	79790	104352	45618	60542	2685	20728	7096	34244	19083	149241	312734	0	43192	57952	82553	1830	17973
55366	316	75649	27470	69335	15524	574	281	415	3293	1989	194502	65671	65409	1045	0	159	18541	96	94942
80678	35887	362	31824	24640	160516	136837	5557	44570	25390	4931	4861	18881	145593	39547	10374	0	31237	114679	4735
52188	23896	3534	96976	422	82259	27412	16214	33709	1810	380535	7066	406335	6962	26621	3759	13629	0	3617	7167
18203	2830	1308	12300	1260	30374	5009	3328	3636	1777	5082	307	27184	4423	1077	1325	130886	2253	0	815
15368	7028	56009	7576	52950	17247	13029	5997	9375	180814	14521	153143	71832	4737	22763	117093	3483	24689	287	0
