0	128693	505	124762	30517	75171	81555	23259	37694	15799	7916	98991	140062	374961	220717	12919	75585	27822	2568	584
151628	0	604	63657	43791	64604	9414	396	3200	9500	4643	8408	291006	352309	2874	17945	9517	52091	3407	7587
18873	2413	0	9132	28232	20549	4661	2146	3211	76759	2395	79717	18613	5405	8119	66285	1212	19359	292	40895
150207	113345	338	0	22785	53435	78617	23521	37897	9087	38084	69458	68233	510717	202870	9528	71690	51527	8072	409
16227	10792	53223	7774	0	6209	19369	9614	13667	6518	7292	130727	13258	16660	36954	102269	5422	11999	230	68432
45439	79818	14901	41230	3688	0	99919	35414	49630	6251	7146	11959	58386	30987	60069	5110	178966	45124	27085	10862
96050	51201	405	39766	28072	82024	0	7734	59571	42118	2381	5417	252225	158029	56295	11505	185438	50398	3053	5270
63597	2202	523	27242	37585	16109	7977	0	2596	2230	2840	7379	39027	104952	2313	15134	7961	34728	2106	6591
118947	11781	425	48764	30709	24493	43428	1701	0	14614	5673	6023	63815	91205	12111	12630	42614	67187	1962	5403
27703	8039	40034	9731	2734	96055	22353	5711	13014	0	25518	2457	203467	7217	21667	1129	12730	5248	356	32213
9787	745	21257	9611	6805	26801	1723	1706	1451	5649	0	176911	14308	9372	3172	10025	184	205021	5607	33282
69735	1112	99306	32352	89946	10467	2015	997	1388	3348	5299	0	75466	101120	3690	197562	548	9019	229	133219
9358	3332	2023	6977	608	5604	2255	1859	2276	14898	4022	5018	0	31550	4857	3974	1384	18091	4979	4878
58338	33405	329	80484	8282	19537	31694	5698	13970	4193	14078	2638	56556	0	22445	445	11092	30038	1979	388
204480	18596	1612	85398	113867	51806	68486	2695	22074	7631	38026	21554	157388	342567	0	45416	65827	91407	1997	20708
62867	322	77000	29002	72569	15686	655	295	433	3716	2079	203337	71610	72323	1178	0	173	20319	110	102008
81772	40062	403	36881	27192	162126	149067	6023	46593	28388	5339	5408	21814	157296	41143	11256	0	34308	130522	4781
56728	25802	3579	104527	474	86768	29666	17253	34501	1923	409597	7883	450401	7423	28494	4113	14940	0	4012	7727
20297	3093	1505	13404	1362	31481	5824	3475	4055	2009	5412	341	30889	4935	1122	1428	139717	2500	0	876
16790	7190	61641	8232	55884	17531	13656	6682	9860	203979	15743	157916	76370	5240	25251	125566	3709	26314	313	0
