0	132103	511	139207	34391	82214	91030	25876	42838	17029	8419	104539	155499	385175	233322	14140	78550	28788	2974	654
153128	0	659	66198	45516	71663	10677	438	3356	9658	5253	8644	319891	379699	3079	19173	10398	55373	3754	8212
19138	2616	0	9546	32464	23451	4991	2343	3584	84797	2706	84626	21462	5806	8680	68495	1374	21548	316	45545
159003	126556	372	0	24491	56649	86160	24724	40784	10196	41575	74742	74587	561302	218618	10350	75449	53618	8567	453
17067	11541	55256	8414	0	6700	20856	10145	15170	6850	7939	145815	14310	17466	40287	115678	6018	12922	263	73988
47706	84722	15404	43551	4127	0	112830	38923	51610	6651	7752	12766	61363	33010	67256	5526	197198	46547	29510	11946
103331	55006	462	43839	32059	92156	0	8446	66587	43114	2468	6026	280955	172194	61053	12731	193733	51593	3327	5610
68710	2349	592	29017	39184	17057	8878	0	2869	2313	2929	7841	39987	110692	2599	15802	8297	37757	2156	7140
123009	12295	467	55193	33222	26131	46407	1957	0	15730	6181	6170	71921	98199	13743	13640	45188	69637	2205	5730
31475	8763	42540	11043	2983	100571	25689	6316	13130	0	27463	2602	218814	7339	23314	1194	13146	5403	399	34417
10559	803	23099	10255	7019	28684	1848	1784	1578	6140	0	182496	15959	9956	3333	10353	189	218725	6026	36938
75856	1171	110211	36964	96770	11474	2214	1017	1556	3648	5668	0	81574	111635	4066	214729	590	9723	259	148010
10009	3611	2200	7296	639	6003	2543	2026	2534	15838	4094	5608	0	32850	5252	4324	1447	19258	5415	5118
66201	37118	370	87413	9019	21535	35648	6116	14680	4753	15724	2919	57458	0	24747	496	11850	32569	2222	413
205782	19850	1747	89747	125457	55507	73246	3103	22832	7991	41416	23929	169178	373258	0	49704	71499	96024	2160	22493
67211	354	86381	32698	81089	17076	705	334	483	3767	2196	218004	71948	78099	1274	0	178	20956	115	110866
88411	43104	425	37251	30940	184643	157152	6811	50472	29738	5875	5780	22027	160666	46570	11690	0	37529	136924	5268
61032	26901	4077	108633	524	99639	32614	17966	38131	2005	443801	8844	476808	7898	31302	4228	16571	0	4379	8231
21971	3292	1551	14247	1454	33812	6207	3647	4397	2192	5782	356	31528	5548	1270	1596	145330	2743	0	964
18773	8205	66939	9220	61648	19914	14607	6986	10967	218008	16632	176544	83403	5367	26655	134346	4237	28902	338	0
