0	135810	76344	905	173664	516	3261	5243	134891	8528	35209	5794	6200	1421	3090	84819	85698	153377	540851	1725	25373	1280	41198	114382	16895	54327	1523	8380	104591	2577	861	150107	389922	239350	14070	1192	64789	232623	3967	1392	13182	9188	1677	35273	76212	1937	5549	81051	29977	3973	991	220200	10879	2880	652	2203
121902	0	364	2717	9020	516	832	3517	51525	2140	35503	1452	6787	594	1013	54934	7969	23684	125358	398	330	494	2567	4455	7557	55138	1633	3874	6712	2779	764	240915	281300	2293	14265	322	233	389185	1191	13596	4344	21679	1078	548	169	1611	2990	7745	42570	339	103861	219496	8432	2807	6349	424
64004	429	0	722	582	1	10	4384	104412	1097	95	4521	4886	4	8	3348	287	438	1496	878	84	4	137	360	3975	150	813	5590	290	1906	2	2961	158944	746	39	3	49005	120079	761	4	2501	26	5	94	58761	5	4258	256	14944	12	3	174042	216	356	2	1107
4844	237	4829	0	349	2	6	5283	8299	2307	159	339	395	7	13	4599	174	681	2465	23	47	3	79	201	4586	233	21	1414	457	142	4	4161	8765	456	63	5	3776	3161	308	6	1005	41	3	160	4757	9	328	146	387	7	5	14007	290	763	3	30
172114	81231	515	4156	0	496	30756	4978	73431	265961	33703	2104	9443	604	1016	597777	299188	24099	121373	601	13096	18093	93440	175322	7013	55609	2482	5369	6706	4322	774	335418	199491	91360	13363	305	340	579248	665	13934	2469	22352	41159	517	261	1564	4320	285860	65376	12922	99748	338437	11867	334110	6325	587
15098	2007	71	66	6007	0	227	4011	7432	3708	23900	60	510	7424	17733	17709	3736	155266	144602	550	1779	854	2638	4433	62306	66080	3288	2051	66252	274	6247	16081	4361	6871	52622	3016	113	116757	20344	12593	30316	10537	56	2337	38	2172	133	1012	16107	77	49406	18570	7034	245	34503	553
21857	17281	64	503	74249	65	0	5581	9579	2572	4371	262	1262	77	130	39646	64887	2937	15859	270	2568	3897	20620	35284	7882	6810	1128	2627	838	504	91	23160	5320	19264	1812	42	40	277316	672	1637	2436	2785	8965	68	32	198	540	62298	28552	2699	13008	39387	825	3382	773	280
792	820	518	902	843	9312	264	0	812	1000	502	961	402	1785	1543	7424	643	895	12898	1023	776	326	931	556	5396	755	556	3370	439	952	773	3893	2760	533	1550	1683	700	2533	5550	1284	13827	649	416	1293	500	421	634	173	593	631	1127	743	3353	1232	4915	743
154402	123439	145426	1744	165577	376	3046	11826	0	25633	24236	11304	12072	1051	2070	58031	85085	109519	383909	3190	24316	1269	40586	106108	10034	38524	3068	42044	75278	4598	614	73936	562456	226864	10023	795	125236	444745	2965	1008	9728	6442	1542	23860	139952	1424	10728	78211	55675	3686	686	420868	5242	8415	458	4178
516	2039	52	59	241887	1636	584	1464	338	0	1534	55	49	469	851	4428	3571	1553	819	100	2383	1851	2664	2194	3992	1161	27	3101	384	80	959	1246	6267	763	1617	583	33	4908	1463	1214	917	939	2248	1355	74	823	78	88571	67	1287	691	199	680	16485	1008	37
16969	11825	84	78	34300	57512	1279	6139	8937	3779	0	70	607	16404	37173	6685	20807	336107	298694	464	10288	4742	15250	25834	6827	143772	2757	8025	140003	309	13683	14808	17475	40094	111975	6267	128	99114	1825	26167	2710	22640	334	4958	43	4677	153	5702	13510	436	109165	20979	6688	252	74137	464
12382	1413	11228	138	1849	3	33	7393	20304	2147	217	0	974	9	18	2898	964	1020	3447	387	279	14	453	1182	2812	332	366	5865	640	381	5	5684	28871	2508	86	7	9285	53088	1072	8	3309	62	18	218	10933	13	825	837	6638	41	7	32232	433	719	4	484
2852	7838	2620	33	10263	12	181	4600	4819	13931	835	199	0	34	72	33567	5023	3901	11920	277	1499	74	2484	6160	3376	1312	260	25932	2411	85	21	12784	9334	12967	346	29	2281	38445	1133	32	3479	224	95	766	2759	45	191	4403	4866	221	23	7517	959	4500	16	342
1260	533	7	6	1695	7077	62	9899	654	6294	6645	5	45	0	4632	5651	994	42150	38869	42	480	226	746	1248	3498	18141	259	7594	18051	22	1620	8102	7625	1853	14411	781	10	8819	6448	3266	10065	2789	15	629	3	582	11	273	1230	20	12953	1620	3595	394	9251	43
26952	443	128	117	1333	5583	49	3448	13213	3024	5162	105	909	1611	0	5896	827	33297	31092	87	397	188	588	981	3132	14090	509	2581	14300	484	1344	4828	18376	1494	11326	648	200	18367	2471	2701	3608	2277	12	493	68	465	235	224	2537	17	10547	32975	2117	197	7391	85
46591	87082	1957	4448	739237	16211	52423	5399	43743	1305	3913	2403	10622	7076	3023	0	111455	57585	13669	3657	40412	23708	51924	116969	6844	5139	1565	7684	12229	2315	2504	60633	33947	65955	5415	1215	1219	304690	2149	4082	4082	3354	12566	923	4302	4549	4260	198125	49382	6659	24456	20254	24285	30168	11961	4992
80750	41824	244	1809	176017	344	16125	5626	33921	1906	23978	962	4496	399	681	68137	0	16211	86310	375	6520	9635	50178	86449	33266	36989	1511	1961	4566	1868	513	205762	127052	45332	9553	217	153	369757	1175	9251	4317	14670	21239	368	111	1078	2004	152365	40279	6712	71478	146105	7169	2512	4309	397
840673	25148	3877	3659	72810	111137	2808	3308	410248	7157	99598	3268	26984	31819	73174	85215	46030	0	616859	3285	22113	10754	33327	54005	4480	281610	18728	57139	267873	15299	26044	326717	2538667	84735	218746	12788	6300	673070	3270	52012	4831	44564	713	9264	2018	9062	7259	12808	96598	932	209597	1041680	145015	476	141891	3375
320251	76634	1401	1308	244799	257033	8195	336073	143541	195747	231688	1162	10047	72355	172083	28773	137699	1584953	0	4640	67712	31400	100840	171634	311295	666292	27519	17788	627941	5420	57939	360584	93777	266506	511608	30790	2390	935003	58841	117335	89289	99335	2121	23251	812	22147	2825	39035	128836	3007	494950	389895	174582	12329	319656	4656
1949	5787	121	90	22533	248	929	7706	3818	3278	31	103	362	4	12	6720	6717	1180	2603	0	4120	1977	8258	14317	4942	542	113	3380	505	426	4	7687	6396	6374	265	10	64	41531	221	193	3498	76	72	90	52	82	430	3343	21430	34	166	7124	351	4188	484	2237
53548	1787	161	1201	7580	446	695	6146	22497	1292	31018	638	2961	519	875	13091	6790	20625	110670	260	0	412	2137	3710	1785	47769	1059	2260	5889	1238	665	30901	83231	1943	12354	279	102	257733	1045	11718	3832	19045	914	476	74	1404	1319	6522	28077	286	91738	96896	1076	1699	5552	275
11626	6131	38	288	23457	69	2158	2612	4970	2155	5091	146	680	82	142	9035	21975	3226	17965	60	852	0	6608	12673	1890	7323	248	5614	966	292	104	25996	6609	6289	2054	44	22	61233	959	1888	3643	3126	3019	74	17	219	313	20445	6868	915	14023	21390	865	2903	847	62
