0	77288	287	78226	19556	46468	50501	14358	24188	9374	4720	59381	88949	233042	127925	7829	42161	17038	1544	360
89272	0	367	37975	26025	38351	6031	226	1907	5609	2720	5020	186556	210317	1765	9741	6002	29973	1975	4588
10992	1366	0	5559	17268	13079	2828	1235	2011	45774	1531	46741	11489	3297	5273	38106	700	11264	189	26675
92506	66655	199	0	14342	31040	43880	14460	21921	5807	21939	42774	40867	323533	117507	5737	39801	31126	5092	263
10050	6739	33187	4866	0	3947	11366	5728	8151	3827	4288	78447	8379	10181	22471	59221	3200	7351	145	40195
27997	44667	8337	23915	2342	0	62746	21292	27650	3901	4247	7115	34031	17770	37538	2869	110880	27827	15605	6335
59193	30214	264	23795	16439	49180	0	5001	37742	23134	1403	3176	144844	92143	32553	6897	110078	29352	1740	3156
39230	1261	322	16050	21122	8969	5226	0	1460	1253	1620	4282	23461	64322	1320	8516	4758	20014	1293	3840
72194	7105	264	28239	19330	15046	24289	1070	0	8869	3495	3644	40566	52522	6975	6944	25345	39910	1241	3075
17912	4897	24502	5829	1726	53798	14229	3591	7818	0	15066	1415	111378	4217	14155	716	7884	3086	218	20516
6021	439	12259	5779	3912	15195	1007	983	882	3331	0	99254	8658	5432	1939	6003	113	113214	3459	20757
42420	662	62701	21021	58177	6285	1271	548	867	1913	3225	0	44153	63641	2260	119506	328	5744	131	79143
5628	1909	1161	4130	376	3419	1291	1075	1345	9655	2420	3133	0	18311	2941	2333	799	10543	2850	3030
34465	20167	194	50233	5306	12302	19589	3334	7844	2561	8790	1659	32929	0	13773	274	6293	18308	1283	242
123023	10317	1026	50560	65074	31639	39187	1736	13411	4402	21513	13618	100225	210497	0	27221	37301	57603	1176	12564
34654	190	49239	18030	46584	10407	374	185	259	2245	1226	119749	39220	43215	639	0	98	12332	60	61755
53154	23875	232	22655	16970	107123	90489	3835	26875	17563	3362	3045	11981	86556	26420	6267	0	20545	79092	2929
35836	14996	2358	65783	287	55403	18577	10372	21168	1208	234340	4627	257396	4574	17686	2352	9075	0	2264	4423
11788	1736	886	8128	837	20622	3523	2011	2382	1181	3139	202	17715	3117	725	916	77920	1582	0	502
9494	4606	37960	4832	36510	10446	8849	3929	6190	124212	8730	95649	43200	3088	15173	77225	2267	15690	195	0
