0	91784	355	99660	25122	59779	64785	17852	31177	12024	6032	70228	103680	279351	157404	9930	54238	21007	2021	466
116247	0	463	47464	33542	52424	7391	308	2257	7298	3448	6349	226616	249381	2218	12773	7053	37651	2498	6087
13544	1888	0	6973	22298	16704	3479	1732	2528	57890	1841	62956	15241	3874	6135	46413	912	14549	219	31438
111383	91863	263	0	16187	40166	58933	17578	28515	6682	29369	50326	50705	381823	150049	7232	53567	38026	6021	333
11999	7695	40178	5920	0	4683	15725	7230	10237	5029	5359	105311	10077	12273	26146	80351	3995	9305	173	51029
35384	61678	11643	30849	2765	0	76879	27278	37356	4864	5562	8463	44601	24622	46319	3824	147397	35416	20324	8841
72851	38545	311	30830	22486	63026	0	5864	46516	32322	1784	4417	197629	121766	40820	9127	141279	37983	2291	3962
47088	1741	433	20855	28661	11700	6307	0	1942	1664	2002	5199	29789	75512	1827	11563	5711	26742	1594	5115
88696	8269	339	39331	23506	19031	33637	1390	0	11554	4370	4529	48137	67326	9441	9512	31963	49199	1503	4074
20761	5961	30218	7433	2116	75181	16839	4365	9959	0	19773	1753	147492	5282	16693	907	8917	3906	269	23465
7799	564	15612	7257	4986	20493	1308	1320	1110	4162	0	136535	11574	7374	2399	7236	135	159125	4038	25176
52505	858	79030	24622	67639	8316	1472	724	1053	2408	3764	0	53203	76188	2929	161731	430	6721	182	98856
6986	2602	1451	5297	438	4314	1660	1424	1698	11677	2977	3792	0	23682	3645	3156	1052	13477	3796	3769
44810	25925	255	63476	6225	14969	24536	4600	10905	3174	10222	1996	42959	0	16183	361	8490	22508	1511	310
143579	13383	1186	61905	85615	38429	51060	2063	16940	5579	27689	16455	123000	268071	0	33883	47842	72153	1469	15666
46310	267	59015	22127	57400	12195	466	220	352	2613	1601	158586	55081	55472	836	0	133	15645	83	82910
63548	30029	296	27903	21179	126137	114002	4639	34020	22087	3984	4216	16432	113399	31826	8448	0	26646	97580	3575
41916	19073	2798	75346	341	66892	21780	12849	28496	1467	301474	5958	348640	5845	21576	3175	11707	0	3090	5456
15428	2215	1111	9632	978	25499	4484	2630	3101	1482	4364	258	22541	3833	850	1159	105531	2023	0	655
12895	5564	48057	5946	42654	14071	10601	4933	7777	151577	11409	126656	59288	3946	19600	93685	2840	21075	232	0
