0	99075	57767	696	132538	390	2338	3790	100914	6457	25331	4395	4717	1061	2209	62489	65702	117383	396108	1276	19329	965	31185	82387	12817	39449	1163	6273	76768	1848	643	112388	291898	172708	10507	860	47501	174511	2995	1031	9707	6978	1253	25356	56517	1457	4108	59496	21556	2853	725	166666	8158	2128	470	1603
117287	0	354	2647	8751	497	805	3382	49679	2064	34439	1404	6529	577	980	53245	7787	23075	122741	387	321	477	2477	4307	7358	53290	1574	3778	6544	2711	737	234578	271624	2245	13807	313	224	381538	1161	13156	4259	21117	1050	527	165	1557	2918	7519	41597	330	101556	212100	8161	2705	6148	409
62479	418	0	702	560	1	10	4244	101664	1060	92	4427	4752	4	8	3266	277	428	1444	858	82	4	132	348	3830	144	782	5416	280	1862	2	2881	154448	729	38	3	47853	117354	743	4	2406	25	5	92	56936	5	4138	251	14496	12	3	167904	209	349	2	1078
5310	263	4946	0	352	2	6	5374	8640	2528	161	376	404	7	14	5106	175	744	2510	24	51	3	83	219	4636	250	22	1541	486	158	4	4398	9266	459	67	5	4067	3293	330	7	1071	44	3	161	4839	9	352	158	407	8	5	14269	319	833	3	30
187373	85214	565	4229	0	532	32946	5277	79366	268646	36881	2243	10431	617	1049	615698	318685	24712	131444	614	13147	19503	101387	176247	7620	57068	2500	5558	7008	4330	789	342492	216058	91871	14786	336	358	605897	711	14089	2607	22614	42978	565	263	1668	4662	307685	66057	13501	108757	338844	11915	352177	6584	650
14637	1938	69	64	5886	0	218	3891	7186	3590	23363	58	497	7261	17227	17116	3658	150590	140228	537	1743	831	2572	4340	60729	64423	3166	1976	64843	266	6054	15505	4268	6612	51043	2940	110	113725	19735	12185	29244	10278	55	2255	37	2097	129	989	15610	74	48121	18061	6884	237	33442	534
16302	12797	49	368	53779	47	0	4080	6905	1926	3286	195	907	55	93	29326	47859	2202	11712	202	1974	2929	15226	26468	5881	5085	822	1882	624	377	70	17247	3821	13797	1317	30	31	199153	501	1255	1839	2015	6454	50	23	149	406	46206	21712	2027	9690	29480	600	2525	587	214
573	606	373	659	603	6963	193	0	594	751	377	701	294	1289	1183	5416	460	673	9779	741	577	235	669	413	3859	544	410	2580	334	732	574	2812	2001	394	1139	1207	513	1820	4103	969	10508	464	313	944	375	321	453	130	441	453	857	549	2562	892	3772	570
118067	93762	109975	1326	125430	277	2213	8597	0	19497	17968	8367	8979	753	1567	43359	62178	83264	280973	2441	18292	913	29512	77968	7417	27983	2224	30939	54454	3519	456	55054	421165	163445	7453	610	90429	333763	2193	731	7105	4950	1186	17986	107594	1033	7820	56305	41227	2700	514	317291	3996	6424	333	3067
524	2107	55	59	267905	1762	615	1558	344	0	1589	55	49	480	945	4443	3899	1693	859	107	2403	1863	2724	2340	4383	1267	30	3120	407	80	1060	1328	6392	796	1773	607	34	5071	1467	1319	1019	1040	2371	1355	75	866	85	94879	70	1351	738	200	701	18220	1047	40
13020	8474	61	56	25735	41634	952	4412	6392	2879	0	52	442	11893	28214	5065	15996	246639	229668	340	7623	3635	11248	18977	5044	105513	2003	5840	106202	236	9915	10834	13122	28909	83600	4816	98	71947	1306	19957	1936	16833	241	3693	33	3434	115	4324	9876	325	78814	16066	4810	190	54772	338
9181	1063	8551	103	1422	2	25	5317	14938	1564	159	0	698	7	14	2130	705	738	2492	294	207	10	335	884	2032	248	268	4449	483	274	4	4292	20873	1853	66	5	7032	40233	783	6	2537	44	13	160	8366	9	608	638	4970	31	5	24672	312	515	3	370
3046	7971	2837	34	10663	13	188	5005	4956	14002	846	216	0	35	74	34475	5286	3919	13224	302	1555	78	2509	6628	3570	1317	275	27396	2563	91	21	13395	9841	13895	351	29	2333	41328	1140	34	3695	233	101	847	2775	49	202	4787	5105	230	24	8185	972	4613	16	380
961	404	5	4	1225	5183	45	7133	472	4519	4764	4	33	0	3513	4282	762	30705	28593	32	363	173	536	904	2642	13136	188	5677	13222	17	1234	6150	5796	1377	10408	600	7	6763	4879	2485	7230	2096	11	460	2	427	8	206	928	15	9812	1185	2731	298	6819	32
26074	427	123	113	1295	5437	48	3375	12800	2912	4997	103	885	1553	0	5679	805	32208	29992	84	384	183	566	955	3017	13779	495	2499	13869	473	1295	4661	17671	1455	10917	629	195	17777	2378	2606	3524	2198	12	482	66	448	230	218	2440	16	10292	32173	2069	192	7153	83
35553	62877	1466	3294	561808	11717	39738	3980	32714	978	2987	1718	8122	5373	2291	0	81365	43283	10211	2744	29434	17273	38526	85489	4993	3679	1156	5589	9357	1697	1872	44968	25373	50046	4010	876	872	229256	1600	3017	3082	2556	9664	699	3220	3338	3143	148651	35801	4875	18704	15033	18050	21998	8879	3659
77827	40759	235	1756	171288	336	15759	5462	32965	1854	23308	932	4332	390	663	66180	0	15617	83068	364	6288	9329	48495	84301	32489	36065	1480	1896	4429	1799	499	201510	124146	43943	9344	212	149	358603	1146	8904	4206	14291	20557	357	109	1054	1936	147169	39096	6458	68731	140741	7011	2431	4161	385
611092	18242	2883	2651	55399	79946	2050	2533	300005	5212	73475	2423	20740	22837	54177	64372	34435	0	441010	2433	16410	7824	24212	40852	3271	202608	14332	41594	203930	11089	19038	248127	1936406	62232	160529	9247	4580	514881	2415	38321	3578	32323	520	7091	1552	6594	5380	9309	70675	699	151340	754053	110169	344	105173	2418
323522	80779	1526	1404	245323	269671	9080	341527	158827	200321	247842	1283	10980	77032	182748	29399	152488	1597515	0	4765	72669	34648	107219	180903	337970	683424	28072	17828	687885	5871	64219	395752	100372	275579	541488	31192	2425	1008457	61753	129261	91504	109031	2301	23920	822	22241	2848	41221	138425	3094	510490	399208	175714	13210	354762	4735
1468	4324	87	66	16769	179	690	5920	2729	2346	23	77	263	3	9	5118	5143	897	1969	0	2979	1469	6203	10502	3748	402	85	2519	387	308	3	5583	4815	4847	197	7	47	30615	161	143	2644	58	53	65	38	61	324	2556	15978	25	120	5156	269	3134	367	1676
51569	1750	156	1164	7353	433	676	5934	21843	1250	30041	617	2871	503	855	12735	6543	20128	107065	254	0	400	2082	3619	1750	46484	1033	2199	5708	1192	643	30094	80903	1886	12044	273	98	250327	1009	11476	3703	18420	882	460	72	1358	1283	6318	27291	277	88586	93258	1047	1639	5363	268
12814	6137	39	289	25792	75	2373	2859	5427	2355	5180	153	713	87	147	9054	22953	3471	18463	64	947	0	7302	12694	1948	8016	261	5772	984	296	111	27155	6929	6617	2077	47	24	63228	1021	1979	3747	3176	3095	79	18	234	319	22160	6893	972	15276	23172	945	3088	925	68
93433	9160	282	2109	38493	352	3541	3185	39575	1224	24420	1119	5201	409	695	19142	34255	16362	87031	489	1413	2096	0	18945	12082	37786	1989	4569	4640	2159	522	52150	74574	9875	9790	222	178	482059	394	9329	1444	14973	4620	374	131	1104	2325	33073	52556	1451	72010	168963	1814	1604	4359	517
180595	16998	545	4076	71434	376	6572	4681	76495	16509	26032	2162	10053	436	741	311994	63570	17442	92777	484	2622	3890	20224	0	18979	40281	1970	3696	4946	4174	557	221097	270302	18326	10436	237	345	477517	1263	9945	4633	15962	8573	399	254	1177	4493	61375	52061	2693	76764	326586	7692	21641	4647	512
22989	6286	1459	1813	35936	32014	2390	3511	8001	931	2254	2459	2794	1612	1844	75552	18430	1654	166505	3151	4613	2864	10014	31464	0	2043	3240	20517	1921	790	1399	159093	5633	17885	917	784	1717	331800	3926	3575	13956	1008	6695	1771	954	1937	1980	9881	4150	5134	102674	5796	61865	294	25976	3216
245233	10745	1157	1064	32634	77728	1208	5009	120393	1646	71436	973	8323	22203	52674	8747	20284	460458	428774	830	9667	4609	14263	24064	4558	0	4889	2411	198272	4450	18510	27141	596167	36658	156075	8991	1838	175642	1822	37258	2699	31426	306	6895	623	6411	2159	5483	24109	412	147140	302604	12050	109	102254	825
509	1168	30	23	4531	528	186	3437	946	1214	68	27	91	10	26	5641	1390	2650	5817	111	805	397	1676	2838	4030	1188	0	29400	1144	107	9	4202	4262	1310	581	20	16	1662	130	421	2126	170	14	192	13	179	112	691	867	7	355	1788	202	1622	1084	91
8019	601	3465	3122	1357	16960	94	3612	7734	1612	5385	4413	9591	21673	2810	21092	1400	26965	57102	3521	1359	68	1142	759	4591	11647	25974	0	138483	1256	1327	11623	7424	2506	7743	1787	1760	229354	1368	37533	3362	5399	173	3972	4010	3334	1130	145	159270	169	7402	44434	8971	4419	26497	4046
54648	860	258	237	2613	80930	97	5224	26829	2820	74379	217	1855	23118	54844	8586	1624	479426	446437	252	774	369	1142	1927	2644	205100	1485	4125	0	992	19273	59006	80275	2935	162504	9361	410	53332	1780	38792	2637	32721	25	7179	139	6675	481	439	7321	33	153202	67433	26199	186	106467	250
3862	8895	3597	43	11899	17	210	1920	6284	1728	1115	274	294	47	97	6304	5899	5168	17438	70	1735	87	2800	7397	8484	1737	64	4941	3380	0	28	3958	16080	15505	463	38	2958	9639	439	45	1424	307	112	1116	3519	64	256	5341	1191	256	32	10378	287	570	21	89
2157	139	10	9	422	8354	16	5312	1059	3335	7678	9	73	2386	5661	3270	262	49488	46083	16	125	60	184	311	1664	21171	92	4771	21309	39	0	2026	3566	474	16774	966	16	3320	2369	4004	3511	3378	4	741	5	689	19	71	456	5	15814	2662	900	220	10990	16
7326	2683	642	338	10711	1603	466	3753	5394	162	476	479	874	2263	450	4512	1821	6294	26216	100	1519	356	1833	4205	12094	4205	205	3107	4149	278	243	0	24856	3846	3166	215	629	10437	1843	955	6965	1599	186	200	379	701	611	1086	14805	69	919	11309	4430	4016	3849	159
47939	27193	20151	974	78160	265	868	4920	65050	3017	6729	3445	4601	64	115	15914	26185	26405	46142	3876	4697	1708	11196	35637	3459	6335	4004	11268	2119	1645	210	43540	0	17690	362	215	11932	123091	2357	272	2462	574	2038	2464	22897	80	3870	8670	24178	2994	257	89247	5639	1631	317	2628
157879	14542	476	3563	61111	1303	5622	3503	66873	1222	90309	1890	8789	1512	2569	40514	54384	60510	321860	676	2243	3328	17302	30077	5940	139741	2749	30380	17159	3649	1932	127113	272191	0	36206	822	301	666363	603	34499	2213	55374	7334	1383	222	4083	3928	52507	72649	2304	266308	285507	4422	1603	16121	715
