0	110954	437	115821	28937	71313	76331	22460	35205	15072	7318	86045	134732	336788	192926	11736	67356	24703	2426	539
131591	0	551	57738	40363	61256	8841	361	2805	8446	4230	7460	265854	304920	2588	15815	8485	48077	3067	6822
17290	2236	0	8117	25965	19759	4351	1991	3015	71790	2314	74604	18422	4875	7753	58175	1122	17869	262	39558
90779	67624	198	0	12609	33461	49561	13627	22534	5684	23433	42159	43199	332766	122638	5359	43789	31548	4855	246
14561	9946	48911	7464	0	5582	18166	9110	12773	5571	6511	120681	12118	15559	34263	94626	5142	11735	226	61389
27844	47981	9230	23208	2165	0	60451	22467	29944	3783	4043	6713	34250	18387	38721	2862	112503	27399	16877	6924
76297	40241	331	32454	23228	65751	0	6185	47549	32227	1871	4375	200199	122340	43148	9170	146596	38451	2387	4086
36612	1398	316	16732	21933	9200	4965	0	1504	1262	1644	4203	22448	64390	1399	8632	4715	21578	1255	3764
110025	10176	387	44665	28226	22699	39859	1621	0	14470	5375	5348	58707	87515	11215	11721	38415	61377	1820	4906
16345	4858	24800	5696	1732	54455	14130	3627	7584	0	15649	1401	124829	4334	12919	729	7458	2965	226	19713
7913	592	16881	7599	5303	20783	1390	1340	1124	4554	0	137506	11475	7337	2482	7738	144	159158	4332	26074
62240	965	93029	29927	87444	10202	1914	907	1260	2926	4646	0	65839	94737	3476	181291	485	8715	221	125881
5440	2136	1186	3815	337	3382	1340	1138	1418	8952	2330	3128	0	17926	2860	2286	861	11806	2880	3059
57284	31610	298	75166	7713	17960	30488	5602	13132	3872	12454	2500	49268	0	20544	419	10004	27153	1871	349
156944	14484	1298	65889	89508	40039	54013	2239	17094	5867	30306	17001	127001	272012	0	35579	52045	72075	1584	15824
37108	195	45925	18195	43400	9531	397	189	276	2133	1198	121401	40321	43353	665	0	106	11426	63	67302
67232	31524	317	28159	22027	133808	116557	4859	37473	22284	4159	4179	16875	121530	33994	8878	0	27408	100649	3938
44079	19967	2948	83222	372	71475	23467	13770	28691	1520	321621	6324	353220	5944	22317	3233	11797	0	3133	5959
12519	1813	879	7994	815	20231	3275	1966	2284	1258	3502	207	18112	2970	680	863	81949	1591	0	547
13293	5832	49339	6583	45449	14250	11072	5241	7852	159609	12167	127299	60177	4084	20032	99188	3022	20815	245	0
