0	136807	509	134007	35145	82039	86214	26375	40967	17817	8315	103135	149093	401785	229086	14295	80567	30166	2788	618
159966	0	677	64647	45106	74034	10324	420	3445	10064	5267	8929	306980	364864	2985	18100	9799	54445	3748	8330
19866	2565	0	9883	31092	23760	4970	2315	3593	84785	2604	86274	20425	5687	9254	67506	1289	20468	318	44025
113282	85842	275	0	16224	42178	58489	16571	28653	7360	30345	53380	50025	387458	155734	6996	54340	40766	6354	318
17726	11777	57226	8332	0	7087	21213	10013	15406	6560	7681	142751	14085	17350	38306	115477	5861	13817	249	72760
33875	58404	10876	32109	2816	0	78119	28259	37912	4901	5378	9220	44427	23298	47874	3682	139695	33404	21226	8117
79658	42209	344	34018	24068	68385	0	6419	50002	33245	1957	4586	205544	127405	45058	9644	152046	40029	2494	4320
47012	1711	393	20465	28561	11709	6282	0	1959	1634	2109	5444	29996	77786	1835	11816	5972	27132	1507	5337
129979	12256	482	55270	33432	25546	44636	1915	0	16805	6288	6239	71253	100320	12884	13695	44689	70714	2137	5971
21929	5757	30350	7685	2088	72524	17942	4345	9475	0	20304	1788	151634	5298	16718	907	9693	3885	272	23489
8197	620	17310	8015	5572	21707	1440	1413	1168	4726	0	142517	11866	7625	2565	8005	149	162700	4530	27224
74342	1164	111371	36478	102175	11925	2185	1049	1587	3484	5367	0	77071	104952	3946	214345	571	10026	244	143653
6686	2417	1493	5298	474	4230	1811	1421	1738	12030	3043	4024	0	23583	3650	3006	1032	13742	3802	3709
63946	36333	353	88924	9373	21574	34990	6340	14603	4825	14779	2770	58364	0	24755	475	11659	31555	2196	424
161256	14915	1342	68646	93542	42057	55795	2298	17796	6086	31441	17521	129712	279687	0	37256	54069	75092	1660	16474
46902	255	58519	23763	53163	12623	495	238	350	2825	1680	156043	51638	58048	827	0	126	14442	78	84013
69565	32433	329	29536	23069	139543	122324	5004	38477	23198	4401	4366	17269	126583	35032	9090	0	28476	104570	4080
45999	20768	3060	85064	390	73441	24724	14310	29510	1571	334368	6625	361339	6145	22902	3318	12280	0	3299	6212
14254	2248	1159	9394	990	24605	4175	2776	3047	1592	4385	262	22726	3862	838	1099	104861	2020	0	688
13807	6145	51507	6778	47888	14856	11546	5546	8060	166620	12676	130934	62010	4250	20897	104580	3109	21837	251	0
