0	127754	499	121170	32415	76539	84252	23809	40393	15523	8125	96912	145230	372429	207778	13412	75599	27895	2758	580
144684	0	644	63039	42997	64342	9742	391	3030	8932	4551	8166	297244	329219	2748	17852	9209	52177	3349	7504
18213	2338	0	9283	29308	21052	4494	2163	3336	77359	2509	79812	19149	5415	8373	62490	1265	20138	290	41798
103792	79331	233	0	14663	37279	52874	15926	24708	6283	27840	46211	44316	337344	145789	6120	49528	33949	5358	279
16049	10582	51998	7693	0	6546	20120	9255	14448	6475	7381	136622	13173	16265	36287	104027	5219	12436	246	68180
29706	54846	9519	28703	2486	0	69154	25366	33310	4072	4828	8180	39451	22771	40337	3238	133455	30138	18677	7978
78580	41311	338	33496	23546	67492	0	6348	48516	32902	1918	4457	202792	124726	44157	9427	148684	39693	2474	4208
43130	1504	362	18503	24070	11421	5602	0	1868	1453	1819	4843	24401	68747	1606	9800	5273	24116	1407	4673
119993	11122	448	47791	31073	23006	44311	1716	0	15395	5736	5841	63599	93746	12689	12059	42848	68232	1942	5631
18421	5496	26034	6870	1823	65701	15708	3893	8769	0	17678	1729	132789	4986	14968	813	8510	3650	242	21674
8098	602	17192	7744	5392	21378	1425	1360	1148	4608	0	140144	11740	7534	2534	7830	147	161941	4435	26670
67362	1085	102872	33660	93833	10795	2110	1004	1476	3291	5285	0	72460	97173	3652	202669	537	9052	223	134989
6107	2245	1293	4358	399	3778	1486	1218	1540	10159	2670	3646	0	21221	3413	2775	941	12521	3292	3219
59605	34245	339	78894	8657	20216	32003	6049	13805	4354	14139	2603	53977	0	22360	454	10880	29983	2012	390
158708	14714	1310	66898	91036	41043	54657	2256	17637	5971	30469	17227	129153	272247	0	36362	53471	73397	1620	16400
42788	216	56927	20024	47309	11166	447	202	310	2391	1418	147055	44840	47824	781	0	118	13766	69	74817
67630	32142	321	28602	22578	135192	119530	4919	37905	22813	4297	4269	17093	124798	34359	9028	0	27781	103681	4008
45717	20176	2971	83541	383	72817	24187	13950	29165	1550	333193	6429	354863	5956	22768	3266	12071	0	3219	6163
14155	1973	960	8740	932	21367	3743	2476	2552	1347	3754	245	19800	3338	773	1002	93540	1809	0	581
13514	5964	50843	6667	46643	14665	11346	5359	8002	165291	12514	130511	60795	4185	20561	101502	3076	21591	251	0
